,name,location,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price
4760,Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,Diesel,Automatic,First,12.55,2982.0,168.5,7,17.49
4761,Hyundai i10 Sportz,Coimbatore,2014,31446,Diesel,Manual,First,20.36,1197.0,78.9,5,4.66
4762,Hyundai Grand i10 Asta,Chennai,2015,25000,Diesel,Manual,First,18.9,1197.0,82.0,5,5.5
4763,Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,Diesel,Manual,First,18.6,1197.0,81.83,5,6.0
4764,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,First,24.3,1248.0,88.5,5,10.19
4765,Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,First,25.8,1498.0,98.6,5,5.25
4766,Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,Diesel,Automatic,First,15.26,2143.0,203.2,5,45.0
4767,Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,First,23.0,1396.0,90.0,5,2.7
4768,Hyundai i10 Era,Coimbatore,2013,65807,Diesel,Manual,First,19.81,1086.0,68.05,5,3.39
4769,Maruti Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,First,26.59,1248.0,74.0,5,5.69
4770,BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,Diesel,Automatic,First,10.37,2979.0,306.0,2,58.54
4771,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,27.39,1248.0,74.0,5,8.4
4772,Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,25.44,936.0,57.6,5,2.5
4773,Honda Brio V MT,Pune,2012,59000,Diesel,Manual,First,19.4,1198.0,86.8,5,3.25
4774,Ford Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,Second,20.0,1399.0,68.05,5,3.25
4775,Maruti Celerio VXI AT,Pune,2016,36789,Diesel,Automatic,First,23.1,998.0,67.04,5,4.25
4776,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,Diesel,Automatic,First,14.84,2143.0,170.0,5,18.5
4777,Honda Brio S MT,Jaipur,2015,46650,Diesel,Manual,First,19.4,1198.0,86.8,5,4.25
4778,Maruti Baleno Alpha CVT,Mumbai,2018,3000,Diesel,Automatic,First,21.4,1197.0,83.1,5,8.85
4779,Hyundai EON Sportz,Coimbatore,2014,14799,Diesel,Manual,First,21.1,814.0,55.2,5,4.14
4780,Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23.0,1396.0,90.0,5,7.0
4781,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198.0,197.0,7,33.0
4782,Honda City i-VTEC VX,Ahmedabad,2017,29000,Diesel,Manual,First,17.4,1497.0,117.3,5,10.0
4783,Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248.0,88.8,5,3.53
4784,Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,Diesel,Manual,First,12.9,1598.0,102.5,5,1.35
4785,Volkswagen Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,First,20.54,1598.0,103.6,5,4.5
4786,Honda City V MT,Pune,2012,69000,Diesel,Manual,First,16.8,1497.0,116.3,5,4.9
4787,Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,First,19.67,1582.0,126.2,5,12.26
4788,Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120.0,71.0,5,3.99
4789,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143.0,170.0,5,46.95
4790,Ford Figo Diesel EXI,Hyderabad,2015,65542,Diesel,Manual,First,20.0,1399.0,68.0,5,3.8
4791,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,15.0,1896.0,105.0,5,6.75
4792,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493.0,100.0,7,8.75
4793,Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,Diesel,Manual,Second,15.8,1499.0,110.0,5,5.2
4794,Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,Diesel,Manual,First,17.1,1591.0,121.3,5,8.42
4795,Maruti Wagon R LXI CNG,Pune,2014,58000,CNG,Manual,First,26.6,998.0,58.16,5,3.0
4796,Hyundai i20 Sportz 1.2,Mumbai,2016,24001,Diesel,Manual,First,18.6,1197.0,81.83,5,5.75
4797,Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968.0,140.8,5,9.75
4798,Nissan Micra Active XV S,Delhi,2015,28500,Diesel,Manual,First,19.49,1198.0,67.04,5,3.5
4799,Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143.0,203.2,5,30.0
4800,Land Rover Discovery Sport TD4 S,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179.0,147.5,5,35.0
4801,Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Diesel,Manual,First,15.8,1591.0,121.3,5,13.25
4802,Skoda Rapid 1.6 TDI Active,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598.0,103.5,5,3.65
4803,Maruti Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248.0,74.0,5,5.25
4804,Hyundai Creta 1.6 SX,Delhi,2016,69000,Diesel,Manual,First,15.8,1591.0,121.3,5,9.7
4805,Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,First,24.0,1120.0,70.0,5,5.21
4806,Mahindra TUV 300 T8,Pune,2016,67000,Diesel,Manual,First,18.49,1493.0,100.0,7,6.3
4807,Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,First,24.0,1120.0,70.0,5,4.72
4808,BMW X5 xDrive 30d,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993.0,245.0,5,28.0
4809,Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248.0,73.75,5,8.37
4810,Toyota Fortuner 4x4 MT,Delhi,2012,68350,Diesel,Manual,First,12.55,2982.0,168.5,7,14.0
4811,Audi A6 2011-2015 35 TDI Technology,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5,36.0
4812,Honda Jazz 1.5 V i DTEC,Pune,2015,97000,Diesel,Manual,First,27.3,1498.0,98.6,5,6.4
4813,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134.0,335.2,7,51.69
4814,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179.0,120.0,7,8.0
4815,Chevrolet Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991.0,147.9,5,9.8
4816,Chevrolet Beat Diesel LT,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936.0,57.6,5,2.7
4817,Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968.0,187.74,5,24.37
4818,Skoda Rapid 1.6 MPI AT Style,Kochi,2018,21488,Diesel,Automatic,First,14.3,1598.0,103.52,5,9.72
4819,Maruti Swift Dzire VDI,Pune,2014,197000,Diesel,Manual,First,23.4,1248.0,74.0,5,5.0
4820,Toyota Fortuner 3.0 Diesel,Pune,2009,138205,Diesel,Manual,Second,11.5,2982.0,171.0,7,10.5
4821,Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248.0,74.0,5,3.9
4822,Honda City 1.5 V MT Exclusive,Coimbatore,2012,67590,Diesel,Manual,First,17.0,1497.0,118.0,5,5.65
4823,Mercedes-Benz M-Class ML 250 CDI,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143.0,203.2,5,29.95
4824,Maruti Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248.0,75.0,5,3.0
4825,Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498.0,99.0,5,6.0
4826,Hyundai i10 Sportz,Mumbai,2009,48000,Diesel,Manual,First,20.36,1197.0,78.9,5,2.11
4827,Maruti Alto LXi,Jaipur,2011,100000,Diesel,Manual,First,19.7,796.0,46.3,5,1.5
4828,Maruti Swift VXI BSIV,Bangalore,2006,80010,Diesel,Manual,Second,20.4,1197.0,81.8,5,2.85
4829,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143.0,170.0,5,33.64
4830,Tata Indica V2 DLE BSIII,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396.0,52.8,5,0.91
4831,Maruti Alto 800 VXI,Jaipur,2014,45700,Diesel,Manual,Second,22.74,796.0,47.3,5,2.42
4832,Skoda Superb 2.8 V6 AT,Kolkata,2005,13000,Diesel,Automatic,First,9.3,2771.0,193.1,5,3.25
4833,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,Diesel,Manual,First,16.47,1198.0,73.9,5,2.8
4834,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Diesel,Automatic,First,22.0,1197.0,81.8,5,8.3
4835,Mahindra Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179.0,120.0,8,5.25
4836,Maruti Swift Vdi BSIII,Jaipur,2010,152000,Diesel,Manual,First,17.8,1248.0,75.0,5,2.9
4837,BMW 3 Series 320d Prestige,Pune,2013,71000,Diesel,Automatic,First,18.88,1995.0,184.0,5,15.0
4838,Tata Nano STD SE,Jaipur,2012,80000,Diesel,Manual,Second,25.4,624.0,37.5,4,0.53
4839,Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,87143,Diesel,Manual,First,12.99,2494.0,100.0,8,12.5
4840,Honda Brio S Option MT,Mumbai,2012,25000,Diesel,Manual,First,18.4,1198.0,86.8,5,2.75
4841,Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Diesel,Automatic,First,23.84,1199.0,83.83,5,5.0
4842,Mahindra Scorpio SLE BSIV,Kochi,2014,45239,Diesel,Manual,First,12.05,2179.0,120.0,8,7.09
4843,BMW 5 Series 2003-2012 525d,Hyderabad,2011,101999,Diesel,Automatic,First,16.73,1995.0,218.0,5,19.99
4844,Toyota Corolla Altis D-4D GL,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364.0,87.2,5,10.75
4845,Honda City i VTEC CVT VX,Mumbai,2016,25000,Diesel,Automatic,First,18.0,1497.0,117.3,5,9.45
4846,Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,Diesel,Manual,First,22.0,1582.0,126.2,5,2.9
4847,Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248.0,74.0,5,4.7
4848,Maruti Ciaz ZXi,Coimbatore,2016,41810,Diesel,Manual,First,20.73,1373.0,91.1,5,7.11
4849,Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,93321,Diesel,Manual,First,22.7,1498.0,89.84,5,6.25
4850,Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,81000,Diesel,Manual,First,20.92,998.0,67.1,5,2.2
4851,Honda Amaze V CVT Petrol,Kochi,2019,25717,Diesel,Automatic,First,19.0,1199.0,88.76,5,8.86
4852,Mahindra XUV500 W6 2WD,Delhi,2015,37000,Diesel,Manual,First,15.1,2179.0,140.0,7,9.3
4853,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,56380,Diesel,Manual,First,18.49,1493.0,100.0,7,7.57
4854,Honda Jazz VX,Chennai,2017,8000,Diesel,Manual,First,18.2,1199.0,88.7,5,7.9
4855,Maruti Swift VXI BSIII W/ ABS,Kochi,2018,14589,Diesel,Manual,First,16.1,1298.0,88.2,5,5.65
4856,Volkswagen Polo Petrol Highline 1.2L,Delhi,2013,65088,Diesel,Manual,First,16.47,1198.0,73.9,5,3.25
4857,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582.0,126.2,5,16.27
4858,Chevrolet Beat LS,Coimbatore,2011,64831,Diesel,Manual,First,18.6,1199.0,79.4,5,3.21
4859,Honda Amaze VX i-DTEC,Kolkata,2013,38001,Diesel,Manual,First,25.8,1498.0,98.6,5,3.9
4860,Mercedes-Benz E-Class 230 E AT,Mumbai,2008,77000,Diesel,Automatic,Second,10.0,2496.0,157.7,5,6.5
4861,BMW 5 Series 530d M Sport,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993.0,265.0,5,48.0
4862,Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968.0,143.0,5,18.9
4863,Maruti Swift Dzire VDI,Pune,2015,131000,Diesel,Manual,First,26.59,1248.0,74.0,5,3.6
4864,Maruti Swift Dzire VDI,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248.0,74.0,5,5.5
4865,Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,68000,Diesel,Manual,Second,12.8,2494.0,102.0,7,7.0
4866,BMW X3 xDrive20d,Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995.0,184.0,5,41.75
4867,BMW 5 Series 2003-2012 525d,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995.0,218.0,5,10.5
4868,Mahindra XUV500 W8 2WD,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179.0,140.0,7,10.09
4869,Honda City 1.5 S MT,Delhi,2009,71499,Diesel,Manual,First,17.0,1497.0,118.0,5,3.0
4870,Force One LX 4x4,Chennai,2014,50000,Diesel,Manual,First,17.0,2200.0,139.01,7,12.0
4871,Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498.0,88.0,5,4.91
4872,Honda Jazz S,Kolkata,2010,45000,Diesel,Manual,First,16.0,1198.0,90.0,5,2.0
4873,Toyota Etios Liva GD SP,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364.0,67.06,5,5.3
4874,Nissan Terrano XV Premium 110 PS,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461.0,108.5,5,7.22
4875,BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995.0,190.0,5,32.57
4876,Hyundai i20 1.2 Magna,Mumbai,2010,57500,Diesel,Manual,First,18.5,1197.0,80.0,5,2.75
4877,Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2018,43912,CNG,Manual,First,15.1,1196.0,73.0,5,4.33
4878,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399.0,68.0,5,3.75
4879,Honda City 1.5 V AT,Kochi,2014,60952,Diesel,Automatic,First,16.8,1497.0,118.0,5,5.91
4880,Maruti Swift VDI BSIV,Chennai,2013,87192,Diesel,Manual,First,25.2,1248.0,74.0,5,4.35
4881,Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,58000,Diesel,Manual,First,24.0,1120.0,70.0,5,3.25
4882,Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,14.75,2967.0,245.0,7,68.0
4883,Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,16650,Diesel,Manual,First,17.0,1198.0,74.0,5,5.5
4884,Honda City i VTEC CVT VX,Kochi,2018,34696,Diesel,Automatic,First,18.0,1497.0,117.3,5,12.08
4885,Maruti Baleno Alpha 1.3,Kochi,2018,42243,Diesel,Manual,First,27.39,1248.0,74.0,5,7.48
4886,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,57824,Diesel,Manual,First,24.0,1120.0,70.0,5,5.5
4887,Maruti Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248.0,73.9,5,3.5
4888,Land Rover Freelander 2 TD4 HSE,Delhi,2013,72000,Diesel,Automatic,First,0.0,2179.0,115.0,5,15.5
4889,Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982.0,171.0,7,19.0
4890,Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498.0,98.6,5,8.4
4891,Maruti Vitara Brezza LDi Option,Pune,2016,31001,Diesel,Manual,First,24.3,1248.0,88.5,5,7.25
4892,Maruti Swift Dzire VDI,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248.0,74.0,5,4.25
4893,Skoda Rapid 1.5 TDI AT Elegance,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498.0,103.52,5,5.7
4894,Land Rover Freelander 2 TD4 SE,Hyderabad,2013,46000,Diesel,Automatic,Second,0.0,2179.0,115.0,5,26.0
4895,Maruti Alto 800 LXI,Hyderabad,2013,30852,Diesel,Manual,First,22.74,796.0,47.3,5,2.49
4896,Volkswagen Polo Petrol Highline 1.2L,Pune,2011,65000,Diesel,Manual,Second,16.47,1198.0,73.9,5,3.0
4897,Honda City i DTEC SV,Delhi,2015,65000,Diesel,Manual,First,26.0,1498.0,98.6,5,5.95
4898,Maruti Swift Dzire LDI,Delhi,2013,72000,Diesel,Manual,First,23.4,1248.0,74.0,5,2.69
4899,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968.0,174.33,5,26.0
4900,Honda City i VTEC VX,Kolkata,2015,32000,Diesel,Manual,First,17.8,1497.0,117.3,5,5.5
4901,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2016,29875,Diesel,Manual,First,18.16,1196.0,86.8,5,4.85
4902,Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3,1248.0,88.5,5,8.39
4903,Renault Duster 110PS Diesel RxL,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461.0,108.45,5,7.99
4904,Hyundai i20 Active 1.4 SX,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396.0,88.73,5,6.95
4905,Mahindra Logan Petrol 1.4 GLE,Mumbai,2010,93000,Diesel,Manual,First,15.7,1390.0,75.0,5,1.5
4906,Honda City ZX GXi,Mumbai,2006,44000,Diesel,Manual,First,17.7,1497.0,78.0,5,1.55
4907,Ford Figo Petrol EXI,Bangalore,2010,78400,Diesel,Manual,Second,15.6,1196.0,70.0,5,2.75
4908,Renault Duster Petrol RxL,Mumbai,2014,71300,Diesel,Manual,First,13.06,1598.0,102.53,5,4.25
4909,Hyundai i10 Sportz 1.2,Kolkata,2015,18000,Diesel,Manual,First,20.36,1197.0,78.9,5,2.85
4910,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999.0,148.31,7,56.14
4911,Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99100,Diesel,Automatic,Second,9.74,1984.0,208.0,5,10.0
4912,Maruti Versa DX2 BS II,Mumbai,2003,62000,Diesel,Manual,Second,11.3,1298.0,83.1,8,1.25
4913,Maruti Swift Dzire ZDI,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248.0,74.0,5,7.5
4914,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968.0,174.33,5,25.81
4915,Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,Diesel,Manual,First,16.47,1198.0,74.0,5,4.3
4916,Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982.0,171.0,7,11.0
4917,Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982.0,171.0,7,11.75
4918,Honda Accord 2.4 MT,Coimbatore,2012,94989,Diesel,Manual,First,12.8,2354.0,177.6,5,6.58
4919,Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9,1248.0,74.0,5,4.8
4920,Skoda Fabia 1.2 MPI Classic,Pune,2008,61000,Diesel,Manual,Second,17.5,1198.0,70.0,5,1.65
4921,Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956.0,170.0,5,15.0
4922,Tata Nano Twist XT,Ahmedabad,2014,18050,Diesel,Manual,Second,25.4,624.0,37.5,4,1.0
4923,Ford Fiesta 1.6 ZXi ABS,Hyderabad,2007,145277,Diesel,Manual,First,15.3,1596.0,101.0,5,1.65
4924,Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793.0,47.0,5,3.6
4925,Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,Diesel,Manual,First,11.5,2982.0,171.0,7,11.5
4926,Maruti Celerio ZDi,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793.0,47.0,5,3.6
4927,Hyundai EON Era Plus,Pune,2015,30158,Diesel,Manual,First,21.1,814.0,55.2,5,3.05
4928,Ford Fiesta Diesel Trend,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498.0,90.0,5,6.0
4929,Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2013,39000,Diesel,Manual,First,16.47,1198.0,74.0,5,3.75
4930,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2016,32125,Diesel,Manual,First,16.2,1199.0,74.0,5,6.17
4931,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248.0,88.5,5,9.05
4932,Honda Brio S MT,Coimbatore,2013,67559,Diesel,Manual,First,19.4,1198.0,86.8,5,4.05
4933,Maruti Swift Dzire VXi,Pune,2013,55000,Diesel,Manual,First,17.5,1298.0,85.8,5,4.25
4934,Maruti Celerio LXI MT,Kolkata,2018,30000,Diesel,Manual,First,23.1,998.0,67.04,5,3.75
4935,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,28000,Diesel,Automatic,First,13.0,1591.0,121.3,5,11.85
4936,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2016,31826,Diesel,Manual,First,22.7,1498.0,89.84,5,8.24
4937,Honda CR-V RVi MT,Jaipur,2008,100009,Diesel,Manual,Second,13.1,1997.0,141.1,5,6.5
4938,Land Rover Discovery Sport SD4 HSE Luxury 7S,Coimbatore,2019,17201,Diesel,Automatic,First,12.51,2179.0,187.7,7,58.91
4939,Mahindra XUV500 W8 2WD,Delhi,2014,74345,Diesel,Manual,First,15.1,2179.0,140.0,7,8.0
4940,Volkswagen Polo 1.2 MPI Highline,Kochi,2015,58134,Diesel,Manual,First,16.47,1198.0,74.0,5,4.64
4941,Hyundai i10 Magna AT,Kochi,2010,30566,Diesel,Automatic,First,19.2,1197.0,80.0,5,3.32
4942,Hyundai i10 Magna 1.2,Chennai,2012,55231,Diesel,Manual,Second,20.36,1197.0,78.9,5,2.78
4943,Chevrolet Cruze LTZ AT,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998.0,163.7,5,8.95
4944,Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,50319,Diesel,Automatic,First,12.0,1991.0,181.03,5,21.95
4945,Hyundai Sonata 2.4 GDI,Ahmedabad,2013,45000,Diesel,Manual,First,11.7,2359.0,134.0,5,7.9
4946,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,2007,43627,Diesel,Automatic,First,11.74,1796.0,186.0,5,29.0
4947,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199.0,73.9,5,3.25
4948,Honda City i VTEC SV,Mumbai,2014,10500,Diesel,Manual,First,17.4,1497.0,117.3,5,5.9
4949,Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248.0,88.5,5,9.88
4950,Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Diesel,Manual,First,18.6,1197.0,81.86,5,8.78
4951,Tata New Safari Dicor EX 4X2,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179.0,138.1,7,2.75
4952,Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,Diesel,Manual,First,21.64,1461.0,84.8,5,5.98
4953,BMW 3 Series 330 Ci Convertible,Delhi,2011,31000,Diesel,Automatic,First,10.9,2497.0,215.0,5,31.0
4954,Toyota Corolla 1.8 J,Delhi,2011,67422,Diesel,Manual,Second,14.53,1798.0,138.0,5,3.55
4955,Hyundai Verna 1.6 SX,Kochi,2015,60519,Diesel,Manual,First,22.32,1582.0,126.32,5,6.24
4956,Maruti Swift Dzire VDi,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248.0,73.9,5,2.19
4957,Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248.0,73.75,5,5.5
4958,Maruti Alto K10 VXI,Pune,2014,17000,Diesel,Manual,First,24.07,998.0,67.1,5,2.1
4959,Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,2011,43686,Diesel,Automatic,First,10.5,5000.0,503.0,4,50.66
4960,Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143.0,170.0,5,14.0
4961,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,First,22.0,1582.0,126.2,5,5.5
4962,Chevrolet Aveo 1.6 LT,Pune,2007,63000,Diesel,Manual,Third,14.2,1598.0,102.0,5,1.2
4963,Maruti Swift VXI BSIV,Hyderabad,2014,61922,Diesel,Manual,First,20.4,1197.0,81.8,5,5.3
4964,Hyundai Verna 1.6 CRDi S,Chennai,2015,85000,Diesel,Manual,First,23.9,1582.0,126.2,5,6.3
4965,Mercedes-Benz GLC 220d Celebration Edition,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143.0,168.0,5,40.47
4966,Toyota Fortuner 4x2 Manual,Delhi,2013,65000,Diesel,Manual,First,13.0,2982.0,168.5,7,16.1
4967,Audi Q5 2008-2012 2.0 TDI,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968.0,167.6,5,25.0
4968,BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995.0,170.0,5,7.95
4969,Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Diesel,Manual,First,24.7,796.0,47.3,5,2.65
4970,Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,Diesel,Manual,First,20.92,998.0,67.1,5,2.81
4971,Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,Diesel,Automatic,First,15.64,1798.0,167.62,5,17.5
4972,Maruti Swift VXi BSIV,Mumbai,2012,61000,Diesel,Manual,First,16.1,1197.0,85.0,5,3.3
4973,Maruti Wagon R VXI,Kochi,2019,31817,Diesel,Manual,First,22.5,998.0,67.04,5,5.34
4974,Skoda Rapid 1.5 TDI Ambition,Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498.0,103.52,5,8.5
4975,Honda Jazz S,Kochi,2010,82606,Diesel,Manual,Second,16.0,1198.0,90.0,5,2.69
4976,Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,Diesel,Manual,First,16.0,2179.0,140.0,7,11.5
4977,Maruti Ritz VXi,Coimbatore,2011,50318,Diesel,Manual,First,18.5,1197.0,85.8,5,4.06
4978,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143.0,201.15,5,49.0
4979,Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,Diesel,Manual,First,20.5,1598.0,103.5,5,4.6
4980,Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,Diesel,Manual,First,24.0,1120.0,70.0,5,3.96
