,year,kilometers_driven,owner_type,engine,power,seats,price,location_Bangalore,location_Chennai,location_Coimbatore,location_Delhi,location_Hyderabad,location_Jaipur,location_Kochi,location_Kolkata,location_Mumbai,location_Pune,fuel_type_Diesel,transmission_Manual
4199,2013,61591.0,1,2179.0,140.0,7,6.82,0,0,0,0,0,0,1,0,0,0,1,1
4200,2011,86500.0,2,1248.0,88.8,5,1.8,0,0,0,0,0,1,0,0,0,0,1,1
4201,2009,100000.0,1,2987.0,97.7,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
4202,2010,87000.0,1,1586.0,104.68,5,2.8,0,1,0,0,0,0,0,0,0,0,1,1
4203,2016,35000.0,1,998.0,67.0,5,5.5,0,0,0,0,1,0,0,0,0,0,1,0
4204,2016,6000.0,1,1198.0,67.06,5,2.7,0,0,0,0,0,0,0,1,0,0,1,1
4205,2014,59327.0,1,1399.0,68.0,5,3.25,0,0,0,0,0,1,0,0,0,0,1,1
4206,2014,81001.0,1,1968.0,138.1,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
4207,2014,44612.0,1,1197.0,80.0,5,4.07,0,0,0,0,0,0,1,0,0,0,1,1
4208,2016,42388.0,1,2755.0,171.5,7,5.75,0,0,0,0,0,0,0,0,0,0,1,0
4209,2012,54000.0,1,1198.0,86.8,5,2.95,0,0,0,0,0,0,0,0,1,0,1,1
4210,2011,83010.0,1,1968.0,138.1,5,7.5,0,0,0,0,0,0,0,0,1,0,1,0
4211,2016,65405.0,1,2143.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
4212,2015,36000.0,2,2982.0,168.7,7,5.75,0,0,0,1,0,0,0,0,0,0,1,0
4213,2008,85000.0,1,1586.0,103.2,5,2.5,0,0,0,0,0,0,0,0,0,1,1,1
4214,2016,35000.0,1,1498.0,98.6,5,5.5,0,0,0,0,0,0,0,0,0,0,1,1
4215,2012,54000.0,1,1794.0,138.1,5,7.5,0,0,0,0,0,0,0,0,1,0,1,0
4216,2007,70000.0,1,1497.0,100.0,5,1.55,0,0,0,0,0,0,0,0,1,0,1,1
4217,2017,27001.0,1,1995.0,190.0,5,5.75,0,0,0,0,0,0,0,1,0,0,1,0
4218,2019,41075.0,1,1248.0,74.0,5,8.4,0,0,1,0,0,0,0,0,0,0,1,1
4219,2016,26000.0,1,1198.0,77.0,6,6.5,0,0,0,0,1,0,0,0,0,0,1,1
4220,2010,55000.0,1,1198.0,90.0,5,2.35,0,0,0,0,0,0,0,0,1,0,1,1
4221,2016,19000.0,1,1197.0,81.8,5,5.55,0,0,0,0,0,0,0,0,1,0,1,1
4222,2016,15000.0,1,1197.0,82.0,5,5.35,0,0,0,0,0,0,0,0,1,0,1,0
4223,2016,37000.0,1,1198.0,86.7,5,5.25,0,1,0,0,0,0,0,0,0,0,1,1
4224,2017,38712.0,1,1197.0,81.86,5,5.87,0,0,1,0,0,0,0,0,0,0,1,1
4225,2014,52400.0,1,1598.0,103.6,5,5.36,0,0,0,0,0,0,1,0,0,0,1,1
4226,2016,23988.0,1,1248.0,88.5,5,7.75,1,0,0,0,0,0,0,0,0,0,1,1
4227,2014,32283.0,2,1598.0,103.6,5,5.41,0,0,0,0,0,0,1,0,0,0,1,0
4228,2010,52000.0,1,1197.0,80.0,5,3.65,1,0,0,0,0,0,0,0,0,0,1,1
4229,2016,32000.0,1,1198.0,86.8,5,5.25,0,0,0,0,0,0,0,0,0,1,1,0
4230,2014,39000.0,1,1497.0,117.3,5,6.25,0,0,0,0,0,0,0,1,0,0,1,1
4231,2017,14149.0,1,624.0,37.48,4,3.47,0,0,1,0,0,0,0,0,0,0,1,1
4232,2006,103000.0,1,1495.5,97.7,5,8.85,0,0,0,0,0,0,0,0,1,0,1,0
4233,2014,82000.0,1,1061.0,64.0,5,0.85,0,0,0,0,0,0,0,0,0,1,1,1
4234,2015,34000.0,1,1798.0,157.75,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
4235,2016,45180.0,1,2967.0,97.7,7,5.75,0,0,1,0,0,0,0,0,0,0,1,0
4236,2018,2000.0,1,1197.0,81.8,5,7.75,0,0,0,0,0,0,0,0,0,0,1,1
4237,2011,82321.0,1,2494.0,102.0,7,5.75,0,0,1,0,0,0,0,0,0,0,1,1
4238,2011,7000.0,1,1995.0,154.0,5,5.75,0,0,0,0,0,0,0,1,0,0,1,0
4239,2015,27000.0,1,2143.0,136.0,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
4240,2019,31271.0,1,2393.0,147.8,8,5.75,0,0,1,0,0,0,0,0,0,0,1,1
4241,2014,24000.0,1,1248.0,74.0,5,5.21,0,0,0,1,0,0,0,0,0,0,1,1
4242,2009,52609.0,1,2494.0,100.6,7,7.5,0,0,0,0,1,0,0,0,0,0,1,1
4243,2010,115000.0,1,1199.0,79.4,5,1.75,0,1,0,0,0,0,0,0,0,0,1,1
4244,2010,82000.0,2,1399.0,68.0,5,1.0,0,0,0,0,0,1,0,0,0,0,1,1
4245,2016,20000.0,1,2143.0,170.0,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
4246,2011,45560.0,1,1496.0,88.73,5,2.2,0,0,0,0,0,0,0,1,0,0,1,1
4247,2017,57539.0,1,2494.0,102.0,7,5.75,0,0,0,0,0,0,1,0,0,0,1,1
4248,2018,20004.0,1,2993.0,97.7,4,5.75,0,0,0,0,0,0,1,0,0,0,1,0
4249,2012,54500.0,1,1498.0,108.4,5,4.1,0,0,0,0,0,0,0,0,1,0,1,1
4250,2016,27886.0,1,814.0,55.0,5,2.85,0,0,0,0,0,1,0,0,0,0,1,1
4251,2007,66000.0,1,2354.0,158.8,5,3.7,0,0,0,0,0,0,0,0,1,0,1,0
4252,2013,72202.0,1,1968.0,138.1,5,9.06,0,0,1,0,0,0,0,0,0,0,1,0
4253,2011,70000.0,2,1798.0,157.8,5,4.75,0,0,0,1,0,0,0,0,0,0,1,1
4254,2015,78233.0,1,1498.0,98.6,5,6.6,0,0,0,0,0,1,0,0,0,0,1,1
4255,2007,52601.125,2,2179.0,138.0,7,3.5,0,1,0,0,0,0,0,0,0,0,1,1
4256,2011,20575.0,1,998.0,67.1,5,2.0,0,0,0,0,0,0,0,0,0,1,1,1
4257,2013,39879.0,1,1198.0,86.7,5,3.89,0,0,0,0,0,0,0,0,1,0,1,1
4258,2017,31056.0,1,999.0,67.0,5,3.6,0,0,0,0,0,1,0,0,0,0,1,1
4259,2015,50940.0,1,1373.0,91.1,5,6.95,0,0,0,0,0,0,0,0,1,0,1,0
4260,2016,99362.0,1,1396.0,88.73,5,7.03,0,0,1,0,0,0,0,0,0,0,1,1
4261,2016,54000.0,1,2393.0,147.8,7,5.75,0,0,0,0,0,0,0,0,0,0,1,1
4262,2016,54268.0,1,1248.0,88.5,5,7.67,0,0,1,0,0,0,0,0,0,0,1,1
4263,2012,94521.0,1,2993.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
4264,2017,38932.0,1,1197.0,82.0,5,6.21,0,0,0,0,0,0,1,0,0,0,1,1
4265,2015,60395.0,1,2967.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
4266,2016,29000.0,1,1120.0,71.0,5,5.95,0,0,0,0,0,0,0,0,1,0,1,1
4267,2011,58000.0,1,1968.0,140.0,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
4268,2016,60913.0,1,1373.0,91.1,5,7.19,0,0,1,0,0,0,0,0,0,0,1,1
4269,2011,65000.0,1,2494.0,102.0,8,6.4,0,0,0,1,0,0,0,0,0,0,1,1
4270,2015,26000.0,1,2148.0,170.0,5,5.75,0,1,0,0,0,0,0,0,0,0,1,1
4271,2016,19947.0,1,1197.0,78.9,5,4.5,0,0,0,0,1,0,0,0,0,0,1,1
4272,2011,70816.0,1,1197.0,78.9,5,3.1,0,1,0,0,0,0,0,0,0,0,1,0
4273,2015,54000.0,1,1248.0,74.0,5,5.95,0,0,0,1,0,0,0,0,0,0,1,1
4274,2008,52609.0,1,1061.0,64.0,5,1.2,0,0,0,1,0,0,0,0,0,0,1,1
4275,2014,35000.0,1,2993.0,97.7,5,5.75,0,1,0,0,0,0,0,0,0,0,1,0
4276,2015,50000.0,1,1495.5,97.7,7,5.75,1,0,0,0,0,0,0,0,0,0,1,0
4277,2011,52604.5,1,2993.0,97.7,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
4278,2013,80264.0,1,1197.0,85.8,5,4.3,0,0,0,0,1,0,0,0,0,0,1,1
4279,2013,52604.5,1,1461.0,84.8,5,3.75,0,0,0,0,0,0,0,0,0,1,1,1
4280,2015,49000.0,1,1798.0,138.03,5,8.95,0,0,0,0,0,0,0,0,1,0,1,1
4281,2012,111000.0,1,1364.0,67.1,5,4.75,0,0,0,0,0,0,0,0,0,1,1,1
4282,2016,33690.0,1,1798.0,138.03,5,5.75,0,0,1,0,0,0,0,0,0,0,1,1
4283,2012,50000.0,1,1968.0,174.33,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
4284,2012,38092.0,1,1248.0,88.8,7,5.2,0,0,0,0,0,0,0,1,0,0,1,1
4285,2017,47774.0,1,1197.0,82.0,5,6.04,0,0,1,0,0,0,0,0,0,0,1,1
4286,2009,52609.0,2,1396.0,69.0,5,2.7,0,1,0,0,0,0,0,0,0,0,1,1
4287,2019,65000.0,1,1248.0,74.0,5,6.75,0,1,0,0,0,0,0,0,0,0,1,0
4288,2011,46000.0,1,1598.0,103.5,5,2.35,0,0,0,0,0,0,0,1,0,0,1,1
4289,2017,16500.0,1,1199.0,84.0,5,5.0,0,0,0,0,1,0,0,0,0,0,1,1
4290,2016,39000.0,1,1497.0,117.3,5,6.95,0,0,0,0,0,0,0,1,0,0,1,1
4291,2018,6000.0,1,1199.0,86.76,5,6.7,0,0,0,0,0,1,0,0,0,0,1,1
4292,2015,60000.0,1,1968.0,174.33,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
4293,2011,97320.0,1,1598.0,103.6,5,3.75,0,1,0,0,0,0,0,0,0,0,1,0
4294,2011,99807.0,1,1598.0,103.6,5,3.75,0,1,0,0,0,0,0,0,0,0,1,1
4295,2013,46000.0,1,1497.0,118.0,5,5.1,0,0,0,0,0,0,0,0,0,1,1,1
4296,2010,12000.0,1,998.0,67.04,5,2.45,0,0,0,0,0,0,0,0,1,0,1,1
4297,2014,13002.0,1,2771.0,97.7,5,3.25,0,0,0,0,0,0,0,1,0,0,1,0
4298,2014,26000.0,1,1498.0,98.6,5,5.5,0,0,0,0,0,0,0,1,0,0,1,1
4299,2014,68365.0,1,998.0,58.16,5,3.77,0,0,0,0,0,0,1,0,0,0,0,1
4300,2016,27833.0,1,2987.0,165.0,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
4301,2016,51639.0,1,796.0,47.3,5,3.04,0,0,0,0,0,0,1,0,0,0,1,1
4302,2015,21000.0,1,1197.0,81.83,5,4.9,0,0,0,1,0,0,0,0,0,0,1,1
4303,2013,90000.0,1,1498.0,89.84,5,6.25,1,0,0,0,0,0,0,0,0,0,1,1
4304,2015,36255.0,1,1995.0,184.0,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
4305,2011,58000.0,2,2993.0,97.7,5,5.75,0,1,0,0,0,0,0,0,0,0,1,0
4306,2014,48997.0,2,1198.0,86.7,5,5.21,0,0,1,0,0,0,0,0,0,0,1,1
4307,2014,31130.0,1,1499.0,110.4,5,5.75,0,0,0,0,0,0,0,0,1,0,1,1
4308,2012,75668.0,1,2993.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
4309,2015,12000.0,1,1798.0,138.0,5,5.75,0,0,0,1,0,0,0,0,0,0,1,1
4310,2014,90000.0,2,1197.0,78.9,5,2.8,0,0,0,0,0,0,0,0,0,1,1,1
4311,2019,17320.0,1,2148.0,170.0,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
4312,2011,85000.0,2,1968.0,108.5,5,3.65,0,0,0,1,0,0,0,0,0,0,1,1
4313,2007,52604.5,1,2499.0,141.0,7,6.0,0,0,0,0,1,0,0,0,0,0,1,1
4314,2013,60328.0,1,1196.0,70.0,5,4.54,0,0,1,0,0,0,0,0,0,0,1,1
4315,2015,34327.0,1,1198.0,86.7,5,5.4,0,0,0,0,0,0,1,0,0,0,1,1
4316,2014,75000.0,1,1405.0,70.0,5,3.3,0,0,0,0,0,0,0,0,1,0,1,1
4317,2012,86000.0,2,1985.0,163.0,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
4318,2017,12000.0,1,799.0,53.0,5,3.1,1,0,0,0,0,0,0,0,0,0,1,1
4319,2013,57759.0,1,814.0,55.2,5,3.84,0,0,0,0,0,0,1,0,0,0,1,1
4320,2016,24300.0,1,796.0,47.3,5,2.44,0,0,0,0,0,0,0,1,0,0,1,1
4321,2011,66000.0,2,1198.0,73.9,5,3.6,1,0,0,0,0,0,0,0,0,0,1,1
4322,2015,75915.0,1,1197.0,78.9,5,3.9,0,0,0,0,0,0,0,0,1,0,1,1
4323,2013,107000.0,2,1498.0,97.7,5,2.9,0,1,0,0,0,0,0,0,0,0,1,1
4324,2008,86000.0,2,1798.0,138.1,5,3.5,0,1,0,0,0,0,0,0,0,0,1,1
4325,2009,52609.0,2,1493.0,110.0,5,3.5,0,1,0,0,0,0,0,0,0,0,1,1
4326,2019,3000.0,1,796.0,47.3,5,3.5,0,0,0,0,0,1,0,0,0,0,1,1
4327,2015,72495.0,1,1396.0,88.76,5,7.0,0,0,0,0,1,0,0,0,0,0,1,1
4328,2016,33000.0,1,1582.0,126.2,5,8.7,0,1,0,0,0,0,0,0,0,0,1,0
4329,2014,60000.0,1,2967.0,97.7,7,5.75,0,0,0,0,1,0,0,0,0,0,1,0
4330,2016,80103.0,1,1396.0,69.0,5,1.8,0,0,0,0,1,0,0,0,0,0,1,1
4331,2007,42100.0,1,995.0,62.0,5,0.99,0,0,0,0,0,0,0,1,0,0,1,1
4332,2018,4500.0,1,1197.0,81.86,5,4.8,0,0,0,0,0,0,0,1,0,0,1,1
4333,2014,97000.0,1,2982.0,169.0,7,5.75,0,0,0,0,0,0,0,0,1,0,1,1
4334,2017,51223.0,1,1197.0,81.86,5,5.66,0,0,0,0,0,0,1,0,0,0,1,1
4335,2009,64000.0,1,1497.0,118.0,5,3.1,0,0,0,1,0,0,0,0,0,0,1,1
4336,2016,56911.0,1,1197.0,81.86,5,6.54,0,0,0,0,0,0,1,0,0,0,1,1
4337,2015,52609.0,1,2494.0,102.0,8,5.75,0,0,0,0,1,0,0,0,0,0,1,1
4338,2018,21290.0,1,1495.5,97.7,4,5.75,0,0,0,0,0,0,1,0,0,0,1,0
4339,2019,14076.0,1,2755.0,171.5,7,5.75,0,0,0,0,0,0,1,0,0,0,1,0
4340,2007,75180.0,1,1061.0,64.0,5,1.65,0,0,0,0,0,0,0,0,0,0,1,1
4341,2013,92000.0,2,1248.0,74.0,5,4.35,0,0,0,0,0,1,0,0,0,0,1,1
4342,2015,57266.0,1,1248.0,91.72,5,6.5,0,0,0,0,1,0,0,0,0,0,1,1
4343,2007,64000.0,1,998.0,67.1,5,1.11,0,0,0,1,0,0,0,0,0,0,1,1
4344,2013,41000.0,1,1461.0,83.8,5,5.5,0,0,0,0,0,0,0,0,1,0,1,1
4345,2012,45999.0,1,2835.0,107.2,6,5.75,0,0,0,1,0,0,0,0,0,0,1,1
4346,2015,50000.0,1,998.0,67.04,5,3.9,0,0,0,0,0,0,0,0,0,1,1,0
4347,2013,70000.0,1,1405.0,48.21,5,1.8,0,0,0,0,0,0,0,0,0,1,1,1
4348,2016,37540.0,1,1197.0,81.86,5,6.22,0,0,0,0,0,0,1,0,0,0,1,1
4349,2014,44000.0,1,998.0,67.04,5,4.3,0,0,0,0,1,0,0,0,0,0,1,0
4350,2017,22500.0,1,1197.0,81.86,5,5.99,0,0,0,0,1,0,0,0,0,0,1,1
4351,2017,17431.0,1,1197.0,81.83,5,6.0,0,0,0,1,0,0,0,0,0,0,1,1
4352,2014,61566.0,1,1591.0,121.3,5,5.85,0,0,0,1,0,0,0,0,0,0,1,1
4353,2014,61730.0,1,2179.0,147.51,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
4354,2009,68000.0,1,1298.0,88.2,5,2.9,0,1,0,0,0,0,0,0,0,0,1,1
4355,2014,29000.0,1,1198.0,86.7,5,4.25,0,0,0,0,0,0,0,0,1,0,1,1
4356,2010,52609.0,1,1364.0,87.2,5,5.99,0,0,0,0,1,0,0,0,0,0,1,1
4357,2013,46500.0,1,1498.0,98.6,5,3.3,0,0,0,0,0,0,0,1,0,0,1,1
4358,2009,52830.0,2,2967.0,97.7,5,8.08,0,0,1,0,0,0,0,0,0,0,1,0
4359,2017,39867.0,1,998.0,67.04,5,4.5,0,0,0,0,0,1,0,0,0,0,1,1
4360,2014,58972.0,1,1498.0,98.6,7,6.5,0,0,0,0,1,0,0,0,0,0,1,1
4361,2006,66000.0,2,2354.0,152.0,5,3.9,1,0,0,0,0,0,0,0,0,0,1,0
4362,2013,52000.0,1,1591.0,121.3,5,5.25,0,0,0,1,0,0,0,0,0,0,1,1
4363,2014,58000.0,1,2199.0,97.7,7,5.75,1,0,0,0,0,0,0,0,0,0,1,0
4364,2012,58000.0,1,1197.0,78.9,5,3.5,0,0,0,0,0,0,0,0,0,0,1,0
4365,2008,75000.0,2,1399.0,68.0,5,3.0,0,0,0,0,1,0,0,0,0,0,1,1
4366,2015,41008.0,2,1197.0,78.9,5,4.87,0,0,1,0,0,0,0,0,0,0,1,1
4367,2014,65000.0,1,1120.0,71.0,5,6.0,0,0,0,0,0,1,0,0,0,0,1,1
4368,2015,19000.0,1,1968.0,174.5,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
4369,2008,74000.0,2,1388.0,68.0,5,1.6,0,0,0,0,0,0,0,0,0,1,1,1
4370,2017,33000.0,1,1197.0,83.1,5,7.25,0,0,0,0,0,0,0,0,0,1,1,0
4371,2010,95000.0,2,1896.0,105.0,5,3.25,0,0,0,0,0,0,0,0,1,0,1,1
4372,2012,34000.0,1,1498.0,108.5,5,3.4,0,0,0,0,0,0,0,1,0,0,1,1
4373,2014,102865.0,1,2967.0,97.7,7,5.75,0,0,1,0,0,0,0,0,0,0,1,0
4374,2016,52378.0,1,1591.0,121.3,5,7.97,0,0,0,0,0,0,1,0,0,0,1,1
4375,2012,38000.0,1,2143.0,170.0,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
4376,2015,60334.0,1,1498.0,98.6,5,5.43,0,0,0,0,0,0,1,0,0,0,1,1
4377,2010,107000.0,1,1388.0,68.0,5,2.6,0,1,0,0,0,0,0,0,0,0,1,1
4378,2013,52609.0,1,1197.0,82.9,5,4.45,1,0,0,0,0,0,0,0,0,0,1,1
4379,2017,2196.0,1,796.0,47.3,5,2.75,0,0,0,0,0,0,0,1,0,0,1,1
4380,2010,24000.0,1,2996.0,97.7,5,8.75,0,0,0,0,0,0,0,1,0,0,1,0
4381,2015,44846.0,2,1368.0,88.7,5,5.41,0,0,1,0,0,0,0,0,0,0,1,1
4382,2018,64035.0,1,1248.0,73.75,5,8.55,0,0,0,0,0,0,1,0,0,0,1,0
4383,2014,45600.0,1,2179.0,140.0,7,8.25,0,0,0,0,0,0,0,0,1,0,1,1
4384,2014,102001.0,1,2400.0,97.7,7,5.75,0,0,0,0,0,0,1,0,0,0,1,0
4385,2014,47439.0,1,1197.0,78.9,5,4.49,0,0,1,0,0,0,0,0,0,0,1,1
4386,2010,52609.0,1,2982.0,171.0,7,5.75,0,0,0,0,1,0,0,0,0,0,1,1
4387,2016,29000.0,1,624.0,37.48,4,2.8,1,0,0,0,0,0,0,0,0,0,1,0
4388,2016,51681.0,1,1461.0,108.5,8,8.43,0,0,1,0,0,0,0,0,0,0,1,1
4389,2015,50000.0,1,2967.0,97.7,7,5.75,0,0,0,0,1,0,0,0,0,0,1,0
4390,2016,42666.0,1,1497.0,117.3,5,8.95,0,0,0,0,0,0,0,0,1,0,1,0
4391,2013,65000.0,2,1461.0,108.45,5,5.5,0,0,0,0,0,1,0,0,0,0,1,1
4392,2014,18776.0,1,1198.0,86.7,5,4.75,0,0,0,0,0,1,0,0,0,0,1,1
4393,2016,6714.0,1,1198.0,86.7,5,4.75,0,0,0,0,0,1,0,0,0,0,1,1
4394,2009,40000.0,2,1995.0,154.0,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
4395,2011,88539.0,1,1248.0,73.94,5,3.77,0,0,1,0,0,0,0,0,0,0,1,1
4396,2012,65055.0,2,1497.0,118.0,5,4.25,0,0,0,1,0,0,0,0,0,0,1,1
4397,2014,23000.0,1,1995.0,184.0,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
4398,2009,60000.0,1,1896.0,105.0,5,4.0,0,1,0,0,0,0,0,0,0,0,1,1
4399,2013,59350.0,1,1197.0,85.8,5,4.16,0,0,0,0,0,0,1,0,0,0,1,1
4400,2015,19000.0,2,2179.0,187.7,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
4401,2016,45560.0,1,1197.0,82.0,5,6.34,0,0,0,0,0,0,1,0,0,0,1,0
4402,2009,118000.0,1,2494.0,102.0,8,4.5,0,0,0,0,0,0,0,0,0,1,1,1
4403,2016,55000.0,1,1196.0,73.0,7,3.75,0,1,0,0,0,0,0,0,0,0,1,1
4404,2012,60000.0,2,1968.0,140.8,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
4405,2007,52609.0,1,2494.0,102.0,8,5.0,0,1,0,0,0,0,0,0,0,0,1,1
4406,2008,46810.0,1,1995.0,163.5,5,3.95,0,0,0,0,0,0,0,0,1,0,1,1
4407,2016,62767.0,1,1498.0,103.2,5,5.75,0,0,1,0,0,0,0,0,0,0,1,1
4408,2018,18553.0,1,1197.0,81.86,5,7.93,0,0,0,0,0,0,1,0,0,0,1,1
4409,2011,52609.0,1,1399.0,67.0,5,2.1,0,0,0,0,1,0,0,0,0,0,1,1
4410,2015,53497.0,1,2477.0,175.56,7,5.75,0,0,1,0,0,0,0,0,0,0,1,1
4411,2011,52609.0,2,2199.0,97.7,7,8.9,1,0,0,0,0,0,0,0,0,0,1,1
4412,2012,95000.0,1,2179.0,140.0,7,7.21,0,0,0,0,0,0,0,0,0,1,1,1
4413,2015,100000.0,1,2494.0,102.0,8,5.75,0,1,0,0,0,0,0,0,0,0,1,1
4414,2016,29000.0,1,2987.0,97.7,5,5.75,0,1,0,0,0,0,0,0,0,0,1,0
4415,2014,87000.0,1,2179.0,120.0,7,7.4,1,0,0,0,0,0,0,0,0,0,1,1
4416,2014,56838.0,1,1497.0,118.0,5,5.15,0,0,0,0,0,0,1,0,0,0,1,0
4417,2013,100000.0,1,2987.0,97.7,7,5.75,0,0,0,0,0,0,0,0,0,1,1,0
4418,2011,52604.5,1,1497.0,118.0,5,3.25,0,0,0,0,0,0,0,1,0,0,1,1
4419,2017,17000.0,1,998.0,67.0,5,3.95,0,0,0,0,0,0,0,1,0,0,1,0
4420,2013,70000.0,2,1193.0,65.0,5,1.5,0,0,0,0,0,0,0,0,0,1,1,1
4421,2010,50000.0,2,1197.0,80.0,5,3.0,0,0,0,0,0,0,0,0,0,1,1,1
4422,2010,39800.0,1,1198.0,90.0,5,1.99,0,0,0,0,0,0,0,1,0,0,1,1
4423,2010,60000.0,1,998.0,66.1,5,1.35,0,0,0,0,0,0,0,1,0,0,1,1
4424,2009,58000.0,1,1995.0,181.0,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
4425,2010,110009.0,1,1968.0,138.08,5,6.99,0,0,0,0,1,0,0,0,0,0,1,1
4426,2013,85000.0,1,1461.0,108.5,5,8.5,0,0,0,0,1,0,0,0,0,0,1,1
4427,2010,84000.0,2,1199.0,73.9,5,2.89,0,0,0,0,0,0,0,0,0,1,1,1
4428,2011,51000.0,1,1995.0,190.0,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
4429,2013,68880.0,1,1498.0,97.7,5,3.97,0,0,0,0,0,0,1,0,0,0,1,1
4430,2017,5500.0,1,998.0,67.1,5,4.25,0,1,0,0,0,0,0,0,0,0,1,0
4431,2016,40052.0,1,1197.0,85.8,5,6.17,0,0,1,0,0,0,0,0,0,0,1,1
4432,2016,47293.0,1,1968.0,174.3,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
4433,2013,79663.0,1,1493.0,110.0,5,6.5,0,0,0,0,1,0,0,0,0,0,1,1
4434,2013,63000.0,2,1498.0,98.6,5,4.25,0,0,0,0,0,1,0,0,0,0,1,1
4435,2014,45000.0,1,1498.0,98.6,5,4.75,0,0,0,0,0,0,0,1,0,0,1,1
4436,2014,56501.0,1,2755.0,174.5,7,5.75,0,0,0,0,0,0,1,0,0,0,1,0
4437,2015,58000.0,1,1498.0,103.2,5,5.85,0,0,0,0,0,1,0,0,0,0,1,1
4438,2011,51602.0,1,1995.0,190.0,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
4439,2007,74199.0,1,1995.0,181.0,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
4440,2017,25000.0,1,1591.0,121.3,5,5.75,0,0,0,0,0,0,0,0,0,0,1,0
4441,2016,70000.0,2,1995.0,190.0,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
4442,2013,25000.0,2,2143.0,167.62,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
4443,2017,22000.0,1,1248.0,74.0,5,7.95,0,0,0,0,1,0,0,0,0,0,1,1
4444,2015,47020.0,2,998.0,67.04,5,4.5,0,0,0,0,1,0,0,0,0,0,1,1
4445,2017,8000.0,1,1995.0,187.74,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
4446,2010,73000.0,1,1495.5,97.7,7,5.75,0,0,0,1,0,0,0,0,0,0,1,0
4447,2017,36973.0,1,1199.0,88.7,5,6.8,0,0,0,0,0,0,1,0,0,0,1,1
4448,2014,42083.0,1,624.0,37.48,4,1.68,0,0,1,0,0,0,0,0,0,0,1,1
4449,2016,61000.0,1,796.0,47.3,5,2.9,0,1,0,0,0,0,0,0,0,0,1,1
4450,2014,43628.0,1,998.0,67.04,5,3.16,0,0,0,0,0,0,0,0,1,0,1,1
4451,2014,60000.0,1,1120.0,71.0,5,3.9,0,0,0,0,0,1,0,0,0,0,1,1
4452,2010,54000.0,2,1199.0,76.8,5,1.95,0,0,0,1,0,0,0,0,0,0,1,1
4453,2015,27001.0,1,2179.0,187.7,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
4454,2010,52000.0,1,1968.0,167.7,5,9.0,0,1,0,0,0,0,0,0,0,0,1,0
4455,2012,80000.0,1,1396.0,88.76,5,4.5,0,0,0,0,1,0,0,0,0,0,1,1
4456,2008,52609.0,1,2835.0,107.2,6,8.75,0,1,0,0,0,0,0,0,0,0,1,1
4457,2018,3300.0,1,1248.0,88.5,5,5.75,0,1,0,0,0,0,0,0,0,0,1,0
4458,2016,35027.0,1,998.0,67.1,5,3.0,0,0,0,1,0,0,0,0,0,0,1,1
4459,2015,26568.0,1,814.0,55.2,5,3.79,0,0,1,0,0,0,0,0,0,0,1,1
4460,2015,59000.0,1,1248.0,88.5,5,6.0,0,0,0,0,0,0,0,0,0,0,1,1
4461,2016,51000.0,1,1582.0,126.2,5,5.75,1,0,0,0,0,0,0,0,0,0,1,1
4462,2012,56400.0,1,1968.0,138.1,5,8.0,0,0,0,1,0,0,0,0,0,0,1,0
4463,2015,80000.0,1,1498.0,88.8,5,5.8,0,0,0,0,1,0,0,0,0,0,1,1
4464,2013,107000.0,2,2494.0,100.6,7,5.75,0,0,0,0,1,0,0,0,0,0,1,1
4465,2014,100000.0,1,2143.0,97.7,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
