,datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,year,month,day
8416,2012-07-12 01:00:00,Summer,0,1.0,Mist,27.06,61.0,0.0,0,21,21,2012,7,Thursday
8419,2012-07-12 04:00:00,Summer,0,1.0,Clear,26.24,73.0,7.0015,0,5,5,2012,7,Thursday
8422,2012-07-12 07:00:00,Summer,0,1.0,Clear,26.24,73.0,8.9981,32,480,512,2012,7,Thursday
8430,2012-07-12 15:00:00,Summer,0,1.0,Clear,32.8,36.0,12.998,63,208,271,2012,7,Thursday
8432,2012-07-12 17:00:00,Summer,0,1.0,Clear,31.16,43.0,15.0013,91,704,795,2012,7,Thursday
8434,2012-07-12 19:00:00,Summer,0,1.0,Clear,30.34,48.0,15.0013,97,532,629,2012,7,Thursday
8441,2012-07-13 02:00:00,Summer,0,1.0,Mist,27.06,61.0,6.0032,2,15,17,2012,7,Friday
8443,2012-07-13 04:00:00,Summer,0,1.0,Mist,27.06,61.0,0.0,0,11,11,2012,7,Friday
8446,2012-07-13 07:00:00,Summer,0,1.0,Mist,28.7,54.0,0.0,27,353,380,2012,7,Friday
8450,2012-07-13 11:00:00,Summer,0,1.0,Mist,31.16,45.0,8.9981,68,220,288,2012,7,Friday
8451,2012-07-13 12:00:00,Summer,0,1.0,Mist,31.16,40.0,7.0015,125,254,379,2012,7,Friday
8453,2012-07-13 14:00:00,Summer,0,1.0,Mist,32.8,38.0,0.0,120,249,369,2012,7,Friday
8454,2012-07-13 15:00:00,Summer,0,1.0,Mist,32.8,36.0,7.0015,92,261,353,2012,7,Friday
8456,2012-07-13 17:00:00,Summer,0,1.0,Mist,32.8,36.0,11.0014,138,697,835,2012,7,Friday
8457,2012-07-13 18:00:00,Summer,0,1.0,Clear,31.98,46.0,12.998,108,523,631,2012,7,Friday
8459,2012-07-13 20:00:00,Summer,0,1.0,Clear,30.34,48.0,8.9981,95,294,389,2012,7,Friday
8472,2012-07-14 09:00:00,Summer,1,0.0,Clear,27.06,74.0,12.998,82,200,282,2012,7,Saturday
8478,2012-07-14 15:00:00,Summer,1,0.0,Clear,32.8,55.0,11.0014,243,317,560,2012,7,Saturday
8481,2012-07-14 18:00:00,Summer,1,0.0,Clear,29.52,79.0,8.9981,108,243,351,2012,7,Saturday
8484,2012-07-14 21:00:00,Summer,1,0.0,Clear,28.7,84.0,15.0013,69,200,269,2012,7,Saturday
8488,2012-07-15 01:00:00,Summer,1,1.0,Mist,27.88,89.0,8.9981,49,119,168,2012,7,Sunday
8494,2012-07-15 07:00:00,Summer,1,0.0,Clear,28.7,79.0,6.0032,17,30,47,2012,7,Sunday
8496,2012-07-15 09:00:00,Summer,1,0.0,Mist,29.52,79.0,0.0,58,163,221,2012,7,Sunday
8499,2012-07-15 12:00:00,Summer,1,0.0,Clear,34.44,47.0,7.0015,153,336,489,2012,7,Sunday
8500,2012-07-15 13:00:00,Summer,1,0.0,Clear,35.26,41.0,7.0015,171,309,480,2012,7,Sunday
8502,2012-07-15 15:00:00,Summer,1,0.0,Clear,35.26,47.0,8.9981,182,307,489,2012,7,Sunday
8504,2012-07-15 17:00:00,Summer,1,0.0,Clear,32.8,59.0,32.9975,122,314,436,2012,7,Sunday
8510,2012-07-15 23:00:00,Summer,1,0.0,Clear,29.52,79.0,8.9981,25,66,91,2012,7,Sunday
8511,2012-07-16 00:00:00,Summer,0,1.0,Rainy,29.52,79.0,7.0015,11,32,43,2012,7,Monday
8515,2012-07-16 04:00:00,Summer,0,1.0,Clear,27.88,79.0,7.0015,1,11,12,2012,7,Monday
8519,2012-07-16 08:00:00,Summer,0,1.0,Clear,30.34,66.0,7.0015,48,619,667,2012,7,Monday
8520,2012-07-16 09:00:00,Summer,0,1.0,Clear,31.16,62.0,11.0014,51,297,348,2012,7,Monday
8525,2012-07-16 14:00:00,Summer,0,1.0,Clear,36.08,42.0,7.0015,53,159,212,2012,7,Monday
8527,2012-07-16 16:00:00,Summer,0,1.0,Rainy,31.16,66.0,39.0007,77,309,386,2012,7,Monday
8544,2012-07-17 09:00:00,Summer,0,1.0,Mist,33.62,49.0,15.0013,32,288,320,2012,7,Tuesday
8545,2012-07-17 10:00:00,Summer,0,1.0,Mist,34.44,49.0,12.998,37,122,159,2012,7,Tuesday
8547,2012-07-17 12:00:00,Summer,0,1.0,Mist,36.9,35.0,0.0,80,174,254,2012,7,Tuesday
8549,2012-07-17 14:00:00,Summer,0,1.0,Clear,38.54,29.0,16.9979,54,160,214,2012,7,Tuesday
8555,2012-07-17 20:00:00,Summer,0,1.0,Clear,35.26,34.0,11.0014,52,375,427,2012,7,Tuesday
8557,2012-07-17 22:00:00,Summer,0,1.0,Clear,32.8,55.0,15.0013,29,215,244,2012,7,Tuesday
8559,2012-07-18 00:00:00,Summer,0,1.0,Clear,31.16,66.0,11.0014,8,45,53,2012,7,Wednesday
8563,2012-07-18 04:00:00,Summer,0,1.0,Clear,29.52,70.0,8.9981,0,6,6,2012,7,Wednesday
8565,2012-07-18 06:00:00,Summer,0,1.0,Clear,29.52,70.0,11.0014,10,152,162,2012,7,Wednesday
8569,2012-07-18 10:00:00,Summer,0,1.0,Clear,36.9,42.0,12.998,39,99,138,2012,7,Wednesday
8576,2012-07-18 17:00:00,Summer,0,1.0,Clear,30.34,70.0,16.9979,35,335,370,2012,7,Wednesday
8579,2012-07-18 20:00:00,Summer,0,1.0,Clear,30.34,62.0,6.0032,56,310,366,2012,7,Wednesday
8588,2012-07-19 05:00:00,Summer,0,1.0,Mist,29.52,70.0,7.0015,5,35,40,2012,7,Thursday
8594,2012-07-19 11:00:00,Summer,0,1.0,Clear,32.8,55.0,7.0015,54,162,216,2012,7,Thursday
8607,2012-08-01 00:00:00,Summer,0,1.0,Clear,27.88,79.0,11.0014,3,44,47,2012,8,Wednesday
8609,2012-08-01 02:00:00,Summer,0,1.0,Clear,26.24,83.0,7.0015,0,13,13,2012,8,Wednesday
8620,2012-08-01 13:00:00,Summer,0,1.0,Clear,32.8,52.0,11.0014,59,221,280,2012,8,Wednesday
8623,2012-08-01 16:00:00,Summer,0,1.0,Clear,32.8,55.0,19.0012,93,386,479,2012,8,Wednesday
8625,2012-08-01 18:00:00,Summer,0,1.0,Rainy,31.16,62.0,15.0013,105,786,891,2012,8,Wednesday
8629,2012-08-01 22:00:00,Summer,0,1.0,Clear,29.52,70.0,7.0015,37,251,288,2012,8,Wednesday
8631,2012-08-02 00:00:00,Summer,0,1.0,Clear,28.7,74.0,0.0,8,55,63,2012,8,Thursday
8633,2012-08-02 02:00:00,Summer,0,1.0,Clear,27.06,83.0,6.0032,3,8,11,2012,8,Thursday
8637,2012-08-02 06:00:00,Summer,0,1.0,Clear,27.06,83.0,0.0,6,177,183,2012,8,Thursday
8647,2012-08-02 16:00:00,Summer,0,1.0,Clear,33.62,46.0,12.998,71,335,406,2012,8,Thursday
8661,2012-08-03 06:00:00,Summer,0,1.0,Clear,27.06,83.0,15.0013,5,158,163,2012,8,Friday
8667,2012-08-03 12:00:00,Summer,0,1.0,Mist,35.26,50.0,19.9995,95,243,338,2012,8,Friday
8671,2012-08-03 16:00:00,Summer,0,1.0,Mist,35.26,41.0,15.0013,112,380,492,2012,8,Friday
8675,2012-08-03 20:00:00,Summer,0,1.0,Mist,31.98,66.0,15.0013,89,300,389,2012,8,Friday
8681,2012-08-04 02:00:00,Summer,1,0.0,Clear,29.52,84.0,8.9981,20,64,84,2012,8,Saturday
8682,2012-08-04 03:00:00,Summer,1,0.0,Clear,29.52,84.0,8.9981,11,19,30,2012,8,Saturday
8686,2012-08-04 07:00:00,Summer,1,0.0,Clear,29.52,77.0,11.0014,18,49,67,2012,8,Saturday
8690,2012-08-04 11:00:00,Summer,1,0.0,Clear,35.26,47.0,16.9979,155,315,470,2012,8,Saturday
8693,2012-08-04 14:00:00,Summer,1,0.0,Clear,36.08,40.0,26.0027,183,289,472,2012,8,Saturday
8696,2012-08-04 17:00:00,Summer,1,1.0,Clear,36.08,37.0,19.9995,179,313,492,2012,8,Saturday
8704,2012-08-05 01:00:00,Summer,1,0.0,Clear,30.34,70.0,16.9979,8,79,87,2012,8,Sunday
8709,2012-08-05 06:00:00,Summer,1,0.0,Clear,29.52,79.0,16.9979,7,12,19,2012,8,Sunday
8710,2012-08-05 07:00:00,Summer,1,0.0,Clear,30.34,74.0,19.9995,18,50,68,2012,8,Sunday
8711,2012-08-05 08:00:00,Summer,1,0.0,Clear,31.16,66.0,22.0028,27,81,108,2012,8,Sunday
8714,2012-08-05 11:00:00,Summer,1,0.0,Clear,33.62,56.0,27.9993,155,282,437,2012,8,Sunday
8717,2012-08-05 14:00:00,Summer,1,0.0,Clear,36.9,42.0,31.0009,161,365,526,2012,8,Sunday
8718,2012-08-05 15:00:00,Summer,1,0.0,Clear,36.9,37.0,35.0008,164,286,450,2012,8,Sunday
8719,2012-08-05 16:00:00,Summer,1,0.0,Clear,33.62,46.0,16.9979,143,278,421,2012,8,Sunday
8721,2012-08-05 18:00:00,Summer,1,0.0,Rainy,28.7,74.0,8.9981,75,154,229,2012,8,Sunday
8722,2012-08-05 19:00:00,Summer,1,0.0,Clear,28.7,84.0,15.0013,46,139,185,2012,8,Sunday
8723,2012-08-05 20:00:00,Summer,1,0.0,Clear,28.7,84.0,7.0015,53,140,193,2012,8,Sunday
8727,2012-08-06 00:00:00,Summer,0,1.0,Mist,29.52,79.0,0.0,9,24,33,2012,8,Monday
8729,2012-08-06 02:00:00,Summer,0,1.0,Mist,29.52,79.0,8.9981,0,5,5,2012,8,Monday
8731,2012-08-06 04:00:00,Summer,0,1.0,Mist,29.52,74.0,8.9981,3,8,11,2012,8,Monday
8736,2012-08-06 09:00:00,Summer,0,1.0,Rainy,28.7,79.0,11.0014,28,248,276,2012,8,Monday
8742,2012-08-06 15:00:00,Summer,0,1.0,Clear,33.62,46.0,8.9981,91,183,274,2012,8,Monday
8752,2012-08-07 01:00:00,Summer,0,1.0,Clear,28.7,84.0,8.9981,2,16,18,2012,8,Tuesday
8755,2012-08-07 04:00:00,Summer,0,1.0,Clear,27.88,83.0,8.9981,2,7,9,2012,8,Tuesday
8756,2012-08-07 05:00:00,Summer,0,1.0,Clear,28.7,79.0,7.0015,3,33,36,2012,8,Tuesday
8757,2012-08-07 06:00:00,Summer,0,1.0,Mist,28.7,79.0,12.998,3,176,179,2012,8,Tuesday
8758,2012-08-07 07:00:00,Summer,0,1.0,Mist,28.7,74.0,8.9981,21,481,502,2012,8,Tuesday
8761,2012-08-07 10:00:00,Summer,0,1.0,Mist,30.34,70.0,8.9981,89,161,250,2012,8,Tuesday
8763,2012-08-07 12:00:00,Summer,0,1.0,Mist,32.8,55.0,8.9981,86,197,283,2012,8,Tuesday
8765,2012-08-07 14:00:00,Summer,0,1.0,Mist,33.62,46.0,0.0,76,185,261,2012,8,Tuesday
8767,2012-08-07 16:00:00,Summer,0,1.0,Rainy,31.16,66.0,19.0012,101,344,445,2012,8,Tuesday
8773,2012-08-07 22:00:00,Summer,0,1.0,Clear,29.52,74.0,7.0015,43,181,224,2012,8,Tuesday
8781,2012-08-08 06:00:00,Summer,0,1.0,Mist,28.7,84.0,11.0014,4,169,173,2012,8,Wednesday
8790,2012-08-08 15:00:00,Summer,0,1.0,Mist,34.44,44.0,12.998,110,168,278,2012,8,Wednesday
8808,2012-08-09 09:00:00,Summer,0,1.0,Clear,31.16,66.0,11.0014,54,299,353,2012,8,Thursday
8810,2012-08-09 11:00:00,Summer,0,1.0,Clear,34.44,44.0,0.0,94,166,260,2012,8,Thursday
8811,2012-08-09 12:00:00,Summer,0,1.0,Clear,34.44,44.0,7.0015,85,192,277,2012,8,Thursday
8812,2012-08-09 13:00:00,Summer,0,1.0,Clear,35.26,41.0,7.0015,80,201,281,2012,8,Thursday
8816,2012-08-09 17:00:00,Summer,0,1.0,Clear,35.26,36.0,16.9979,111,699,810,2012,8,Thursday
8820,2012-08-09 21:00:00,Summer,0,1.0,Mist,28.7,58.0,11.0014,50,286,336,2012,8,Thursday
8821,2012-08-09 22:00:00,Summer,0,1.0,Mist,27.06,69.0,15.0013,41,218,259,2012,8,Thursday
8822,2012-08-09 23:00:00,Summer,0,1.0,Clear,27.06,74.0,0.0,19,137,156,2012,8,Thursday
8824,2012-08-10 01:00:00,Summer,0,1.0,Clear,28.7,65.0,7.0015,6,35,41,2012,8,Friday
8825,2012-08-10 02:00:00,Summer,0,1.0,Clear,28.7,74.0,11.0014,6,14,20,2012,8,Friday
8826,2012-08-10 03:00:00,Summer,0,1.0,Mist,29.52,79.0,12.998,3,6,9,2012,8,Friday
8827,2012-08-10 04:00:00,Summer,0,1.0,Rainy,28.7,84.0,19.0012,0,7,7,2012,8,Friday
8830,2012-08-10 07:00:00,Summer,0,1.0,Rainy,26.24,89.0,7.0015,5,128,133,2012,8,Friday
8837,2012-08-10 14:00:00,Summer,0,1.0,Clear,31.16,58.0,23.9994,71,236,307,2012,8,Friday
8838,2012-08-10 15:00:00,Summer,0,1.0,Clear,32.8,52.0,30.0026,100,224,324,2012,8,Friday
8843,2012-08-10 20:00:00,Summer,0,1.0,Clear,30.34,66.0,19.9995,55,315,370,2012,8,Friday
8847,2012-08-11 00:00:00,Summer,1,0.0,Clear,28.7,70.0,19.0012,38,142,180,2012,8,Saturday
8848,2012-08-11 01:00:00,Summer,1,0.0,Clear,27.06,74.0,15.0013,32,84,116,2012,8,Saturday
8849,2012-08-11 02:00:00,Summer,1,0.0,Rainy,26.24,78.0,12.998,19,66,85,2012,8,Saturday
8852,2012-08-11 05:00:00,Summer,1,0.0,Clear,25.42,88.0,7.0015,2,9,11,2012,8,Saturday
8859,2012-08-11 12:00:00,Summer,1,0.0,Clear,31.16,58.0,15.0013,214,332,546,2012,8,Saturday
8861,2012-08-11 14:00:00,Summer,1,0.0,Clear,32.8,49.0,19.9995,248,290,538,2012,8,Saturday
8862,2012-08-11 15:00:00,Summer,1,0.0,Clear,32.8,46.0,19.0012,246,316,562,2012,8,Saturday
8865,2012-08-11 18:00:00,Summer,1,0.0,Mist,28.7,74.0,19.9995,107,193,300,2012,8,Saturday
8866,2012-08-11 19:00:00,Summer,1,0.0,Mist,27.06,89.0,7.0015,97,178,275,2012,8,Saturday
8870,2012-08-11 23:00:00,Summer,1,0.0,Rainy,27.06,78.0,11.0014,42,121,163,2012,8,Saturday
8877,2012-08-12 06:00:00,Summer,1,0.0,Clear,26.24,65.0,11.0014,2,14,16,2012,8,Sunday
8882,2012-08-12 11:00:00,Summer,1,0.0,Clear,30.34,42.0,11.0014,167,282,449,2012,8,Sunday
8884,2012-08-12 13:00:00,Summer,1,0.0,Clear,31.98,40.0,0.0,178,365,543,2012,8,Sunday
8887,2012-08-12 16:00:00,Summer,1,1.0,Clear,31.16,40.0,7.0015,213,300,513,2012,8,Sunday
8897,2012-08-13 02:00:00,Summer,0,1.0,Clear,26.24,69.0,7.0015,1,8,9,2012,8,Monday
8900,2012-08-13 05:00:00,Summer,0,1.0,Clear,26.24,69.0,7.0015,3,33,36,2012,8,Monday
8908,2012-08-13 13:00:00,Summer,0,1.0,Clear,31.98,40.0,11.0014,79,175,254,2012,8,Monday
8909,2012-08-13 14:00:00,Summer,0,1.0,Clear,32.8,33.0,7.0015,85,163,248,2012,8,Monday
8913,2012-08-13 18:00:00,Summer,0,1.0,Clear,31.16,52.0,19.0012,103,709,812,2012,8,Monday
8918,2012-08-13 23:00:00,Summer,0,1.0,Clear,28.7,70.0,15.0013,28,100,128,2012,8,Monday
8920,2012-08-14 01:00:00,Summer,0,1.0,Clear,27.88,79.0,16.9979,8,19,27,2012,8,Tuesday
8921,2012-08-14 02:00:00,Summer,0,1.0,Mist,27.88,83.0,12.998,2,9,11,2012,8,Tuesday
8934,2012-08-14 15:00:00,Summer,0,1.0,Clear,33.62,46.0,15.0013,84,199,283,2012,8,Tuesday
8936,2012-08-14 17:00:00,Summer,0,1.0,Rainy,31.16,66.0,16.9979,78,734,812,2012,8,Tuesday
8945,2012-08-15 02:00:00,Summer,0,1.0,Clear,27.88,65.0,0.0,1,7,8,2012,8,Wednesday
8946,2012-08-15 03:00:00,Summer,0,1.0,Clear,27.06,74.0,7.0015,1,10,11,2012,8,Wednesday
8947,2012-08-15 04:00:00,Summer,0,1.0,Clear,26.24,83.0,7.0015,0,4,4,2012,8,Wednesday
8949,2012-08-15 06:00:00,Summer,0,1.0,Clear,26.24,78.0,7.0015,12,160,172,2012,8,Wednesday
8950,2012-08-15 07:00:00,Summer,0,1.0,Mist,27.06,69.0,12.998,25,467,492,2012,8,Wednesday
8953,2012-08-15 10:00:00,Summer,0,1.0,Mist,29.52,62.0,12.998,70,163,233,2012,8,Wednesday
8954,2012-08-15 11:00:00,Summer,0,1.0,Mist,30.34,58.0,12.998,80,155,235,2012,8,Wednesday
8955,2012-08-15 12:00:00,Summer,0,1.0,Clear,30.34,55.0,15.0013,77,230,307,2012,8,Wednesday
8959,2012-08-15 16:00:00,Summer,0,1.0,Clear,31.16,48.0,12.998,91,340,431,2012,8,Wednesday
8960,2012-08-15 17:00:00,Summer,0,1.0,Clear,30.34,55.0,19.0012,102,749,851,2012,8,Wednesday
8964,2012-08-15 21:00:00,Summer,0,1.0,Clear,28.7,61.0,12.998,49,266,315,2012,8,Wednesday
8967,2012-08-16 00:00:00,Summer,0,1.0,Clear,27.06,69.0,0.0,13,63,76,2012,8,Thursday
8971,2012-08-16 04:00:00,Summer,0,1.0,Clear,25.42,73.0,15.0013,2,3,5,2012,8,Thursday
8974,2012-08-16 07:00:00,Summer,0,1.0,Clear,26.24,69.0,15.0013,16,448,464,2012,8,Thursday
8986,2012-08-16 19:00:00,Summer,0,1.0,Clear,31.16,40.0,7.0015,119,558,677,2012,8,Thursday
8990,2012-08-16 23:00:00,Summer,0,1.0,Clear,28.7,54.0,7.0015,58,168,226,2012,8,Thursday
8992,2012-08-17 01:00:00,Summer,0,1.0,Clear,27.06,65.0,7.0015,16,38,54,2012,8,Friday
8993,2012-08-17 02:00:00,Summer,0,1.0,Clear,27.06,61.0,8.9981,4,15,19,2012,8,Friday
8996,2012-08-17 05:00:00,Summer,0,1.0,Clear,26.24,73.0,7.0015,2,34,36,2012,8,Friday
8998,2012-08-17 07:00:00,Summer,0,1.0,Clear,26.24,73.0,7.0015,11,368,379,2012,8,Friday
9000,2012-08-17 09:00:00,Summer,0,1.0,Clear,28.7,58.0,7.0015,58,320,378,2012,8,Friday
9001,2012-08-17 10:00:00,Summer,0,1.0,Clear,30.34,55.0,11.0014,82,149,231,2012,8,Friday
9002,2012-08-17 11:00:00,Summer,0,1.0,Clear,31.16,52.0,19.0012,98,205,303,2012,8,Friday
9003,2012-08-17 12:00:00,Summer,0,1.0,Clear,33.62,41.0,15.0013,110,255,365,2012,8,Friday
9005,2012-08-17 14:00:00,Summer,0,1.0,Clear,35.26,34.0,27.9993,128,200,328,2012,8,Friday
9013,2012-08-17 22:00:00,Summer,0,1.0,Rainy,27.06,83.0,12.998,43,170,213,2012,8,Friday
9014,2012-08-17 23:00:00,Summer,0,1.0,Rainy,26.24,83.0,15.0013,21,100,121,2012,8,Friday
9038,2012-08-18 23:00:00,Summer,1,0.0,Clear,26.24,65.0,6.0032,60,175,235,2012,8,Saturday
9039,2012-08-19 00:00:00,Summer,1,0.0,Clear,27.06,57.0,6.0032,44,143,187,2012,8,Sunday
9041,2012-08-19 02:00:00,Summer,1,1.0,Mist,25.42,69.0,6.0032,16,103,119,2012,8,Sunday
9042,2012-08-19 03:00:00,Summer,1,0.0,Mist,25.42,61.0,11.0014,21,34,55,2012,8,Sunday
9050,2012-08-19 11:00:00,Summer,1,0.0,Rainy,26.24,78.0,11.0014,83,189,272,2012,8,Sunday
9053,2012-08-19 14:00:00,Summer,1,0.0,Rainy,26.24,73.0,0.0,41,108,149,2012,8,Sunday
9058,2012-08-19 19:00:00,Summer,1,0.0,Mist,26.24,73.0,8.9981,72,269,341,2012,8,Sunday
9059,2012-08-19 20:00:00,Summer,1,0.0,Mist,26.24,73.0,12.998,61,213,274,2012,8,Sunday
9067,2012-09-01 04:00:00,Fall,1,0.0,Clear,28.7,70.0,0.0,3,9,12,2012,9,Saturday
9069,2012-09-01 06:00:00,Fall,1,0.0,Clear,27.88,79.0,0.0,13,23,36,2012,9,Saturday
9072,2012-09-01 09:00:00,Fall,1,1.0,Mist,31.16,58.0,12.998,62,175,237,2012,9,Saturday
9075,2012-09-01 12:00:00,Fall,1,0.0,Mist,32.8,55.0,11.0014,187,284,471,2012,9,Saturday
9078,2012-09-01 15:00:00,Fall,1,0.0,Mist,35.26,44.0,19.0012,257,306,563,2012,9,Saturday
9079,2012-09-01 16:00:00,Fall,1,0.0,Mist,34.44,49.0,11.0014,209,253,462,2012,9,Saturday
9082,2012-09-01 19:00:00,Fall,1,0.0,Rainy,31.98,62.0,0.0,157,235,392,2012,9,Saturday
9086,2012-09-01 23:00:00,Fall,1,0.0,Clear,27.06,89.0,6.0032,57,88,145,2012,9,Saturday
9087,2012-09-02 00:00:00,Fall,1,0.0,Mist,27.06,89.0,6.0032,27,72,99,2012,9,Sunday
9090,2012-09-02 03:00:00,Fall,1,0.0,Clear,27.06,89.0,6.0032,9,33,42,2012,9,Sunday
9094,2012-09-02 07:00:00,Fall,1,0.0,Clear,27.06,94.0,6.0032,13,29,42,2012,9,Sunday
9098,2012-09-02 11:00:00,Fall,1,0.0,Mist,30.34,70.0,0.0,226,263,489,2012,9,Sunday
9099,2012-09-02 12:00:00,Fall,1,0.0,Rainy,30.34,70.0,0.0,248,297,545,2012,9,Sunday
9101,2012-09-02 14:00:00,Fall,1,0.0,Rainy,29.52,79.0,6.0032,249,208,457,2012,9,Sunday
9104,2012-09-02 17:00:00,Fall,1,0.0,Clear,31.16,66.0,6.0032,219,284,503,2012,9,Sunday
9109,2012-09-02 22:00:00,Fall,1,1.0,Rainy,27.88,83.0,8.9981,66,100,166,2012,9,Sunday
9112,2012-09-03 01:00:00,Fall,0,0.0,Mist,27.88,89.0,11.0014,18,37,55,2012,9,Monday
9113,2012-09-03 02:00:00,Fall,0,0.0,Clear,27.06,89.0,7.0015,10,30,40,2012,9,Monday
9114,2012-09-03 03:00:00,Fall,0,0.0,Clear,27.06,89.0,8.9981,6,22,28,2012,9,Monday
9119,2012-09-03 08:00:00,Fall,0,0.0,Mist,28.7,84.0,7.0015,36,91,127,2012,9,Monday
9135,2012-09-04 00:00:00,Fall,0,1.0,Mist,28.7,84.0,16.9979,10,19,29,2012,9,Tuesday
9147,2012-09-04 12:00:00,Fall,0,1.0,Clear,31.16,70.0,19.0012,54,233,287,2012,9,Tuesday
9153,2012-09-04 18:00:00,Fall,0,1.0,Clear,31.16,75.0,15.0013,94,745,839,2012,9,Tuesday
9167,2012-09-05 08:00:00,Fall,0,1.0,Clear,29.52,74.0,12.998,33,692,725,2012,9,Wednesday
9173,2012-09-05 14:00:00,Fall,0,1.0,Clear,33.62,56.0,7.0015,34,177,211,2012,9,Wednesday
9176,2012-09-05 17:00:00,Fall,0,1.0,Clear,31.16,66.0,16.9979,83,780,863,2012,9,Wednesday
9178,2012-09-05 19:00:00,Fall,0,1.0,Clear,30.34,70.0,11.0014,64,598,662,2012,9,Wednesday
9179,2012-09-05 20:00:00,Fall,0,1.0,Clear,29.52,84.0,11.0014,55,357,412,2012,9,Wednesday
9194,2012-09-06 11:00:00,Fall,0,1.0,Rainy,28.7,84.0,11.0014,10,52,62,2012,9,Thursday
9202,2012-09-06 19:00:00,Fall,0,1.0,Clear,27.88,74.0,16.9979,54,504,558,2012,9,Thursday
9203,2012-09-06 20:00:00,Fall,0,1.0,Clear,27.06,78.0,15.0013,50,356,406,2012,9,Thursday
9205,2012-09-06 22:00:00,Fall,0,1.0,Clear,26.24,89.0,11.0014,24,193,217,2012,9,Thursday
9207,2012-09-07 00:00:00,Fall,0,1.0,Clear,26.24,89.0,8.9981,17,79,96,2012,9,Friday
9215,2012-09-07 08:00:00,Fall,0,1.0,Clear,27.06,83.0,7.0015,29,690,719,2012,9,Friday
9216,2012-09-07 09:00:00,Fall,0,1.0,Clear,28.7,79.0,8.9981,33,311,344,2012,9,Friday
9219,2012-09-07 12:00:00,Fall,0,1.0,Clear,31.98,59.0,11.0014,76,247,323,2012,9,Friday
9220,2012-09-07 13:00:00,Fall,0,1.0,Clear,32.8,59.0,16.9979,71,283,354,2012,9,Friday
9222,2012-09-07 15:00:00,Fall,0,1.0,Clear,32.8,55.0,16.9979,66,265,331,2012,9,Friday
9227,2012-09-07 20:00:00,Fall,0,1.0,Clear,29.52,66.0,15.0013,51,340,391,2012,9,Friday
9233,2012-09-08 02:00:00,Fall,1,1.0,Clear,27.06,89.0,22.0028,9,68,77,2012,9,Saturday
9236,2012-09-08 05:00:00,Fall,1,0.0,Mist,27.06,94.0,16.9979,2,13,15,2012,9,Saturday
9238,2012-09-08 07:00:00,Fall,1,0.0,Clear,27.06,89.0,19.0012,11,71,82,2012,9,Saturday
9239,2012-09-08 08:00:00,Fall,1,0.0,Clear,28.7,79.0,22.0028,33,197,230,2012,9,Saturday
9245,2012-09-08 14:00:00,Fall,1,0.0,Clear,33.62,52.0,30.0026,260,366,626,2012,9,Saturday
9247,2012-09-08 16:00:00,Fall,1,0.0,Rainy,22.96,88.0,12.998,19,95,114,2012,9,Saturday
9257,2012-09-09 02:00:00,Fall,1,0.0,Clear,22.14,77.0,19.0012,15,81,96,2012,9,Sunday
9258,2012-09-09 03:00:00,Fall,1,0.0,Clear,22.14,73.0,15.0013,14,32,46,2012,9,Sunday
9260,2012-09-09 05:00:00,Fall,1,0.0,Clear,21.32,77.0,12.998,16,39,55,2012,9,Sunday
9276,2012-09-09 21:00:00,Fall,1,0.0,Clear,24.6,46.0,15.0013,57,149,206,2012,9,Sunday
9285,2012-09-10 06:00:00,Fall,0,1.0,Clear,20.5,72.0,8.9981,8,172,180,2012,9,Monday
9293,2012-09-10 14:00:00,Fall,0,1.0,Clear,27.06,36.0,19.0012,107,233,340,2012,9,Monday
9296,2012-09-10 17:00:00,Fall,0,1.0,Clear,27.06,34.0,22.0028,127,744,871,2012,9,Monday
9299,2012-09-10 20:00:00,Fall,0,1.0,Clear,24.6,40.0,12.998,34,356,390,2012,9,Monday
9304,2012-09-11 01:00:00,Fall,0,1.0,Clear,20.5,63.0,0.0,0,10,10,2012,9,Tuesday
9316,2012-09-11 13:00:00,Fall,0,1.0,Clear,27.06,29.0,6.0032,72,256,328,2012,9,Tuesday
9317,2012-09-11 14:00:00,Fall,0,1.0,Clear,27.88,30.0,6.0032,74,181,255,2012,9,Tuesday
9318,2012-09-11 15:00:00,Fall,0,1.0,Clear,28.7,28.0,7.0015,73,253,326,2012,9,Tuesday
9320,2012-09-11 17:00:00,Fall,0,1.0,Clear,28.7,28.0,0.0,168,802,970,2012,9,Tuesday
9321,2012-09-11 18:00:00,Fall,0,1.0,Clear,26.24,36.0,11.0014,110,767,877,2012,9,Tuesday
9333,2012-09-12 06:00:00,Fall,0,1.0,Clear,20.5,72.0,6.0032,6,199,205,2012,9,Wednesday
9334,2012-09-12 07:00:00,Fall,0,1.0,Clear,21.32,72.0,0.0,24,533,557,2012,9,Wednesday
9335,2012-09-12 08:00:00,Fall,0,1.0,Clear,22.96,64.0,7.0015,43,727,770,2012,9,Wednesday
9340,2012-09-12 13:00:00,Fall,0,1.0,Clear,28.7,34.0,8.9981,85,238,323,2012,9,Wednesday
9348,2012-09-12 21:00:00,Fall,0,1.0,Clear,24.6,60.0,8.9981,27,279,306,2012,9,Wednesday
9352,2012-09-13 01:00:00,Fall,0,1.0,Clear,22.14,77.0,6.0032,6,22,28,2012,9,Thursday
